Provider,Anomaly_Score,Anomaly_Flag,PotentialFraud,Fraud_Label
PRV54116,0.5474806293310317,1,No,0
PRV56174,0.5473923882625749,1,No,0
PRV56425,0.5473862044203364,1,Yes,1
PRV57317,0.5472030853300346,1,Yes,1
PRV52544,0.547062181820703,1,No,0
PRV55893,0.547054044688454,1,Yes,1
PRV51823,0.5469364500476971,1,No,0
PRV55375,0.5468144073048742,1,Yes,1
PRV55600,0.54680015059993,1,No,0
PRV51234,0.546786308600764,1,No,0
PRV51902,0.5467000950006042,1,No,0
PRV56122,0.546621864520784,1,No,0
PRV55145,0.5465902537421969,1,No,0
PRV55205,0.5465643063266622,1,No,0
PRV53070,0.5465560259822058,1,No,0
PRV52630,0.5465508639915172,1,Yes,1
PRV56118,0.5461533672156289,1,No,0
PRV52605,0.5460685160643991,1,No,0
PRV51140,0.5459970469518545,1,No,0
PRV53746,0.5459869571398611,1,No,0
PRV52457,0.5458984894688492,1,No,0
PRV52631,0.5458690575538202,1,No,0
PRV55977,0.5458404549274837,1,Yes,1
PRV55405,0.5457754789399227,1,No,0
PRV53697,0.5457221734701648,1,No,0
PRV55158,0.5455747062631533,1,No,0
PRV55978,0.5455500200469345,1,No,0
PRV56038,0.5454938526160751,1,No,0
PRV55943,0.5454443381560256,1,No,0
PRV54310,0.5453496675661659,1,No,0
PRV56559,0.5452281329420346,1,No,0
PRV52850,0.5450012104756421,1,No,0
PRV55680,0.5449847439920323,1,No,0
PRV53143,0.5449743452943334,1,No,0
PRV53242,0.5448819580636539,1,Yes,1
PRV53336,0.5448736895192599,1,No,0
PRV51807,0.5448399361170806,1,No,0
PRV52841,0.5444937336300448,1,No,0
PRV54258,0.5444711369343064,1,Yes,1
PRV51316,0.544420195468526,1,No,0
PRV57089,0.544420195468526,1,No,0
PRV57097,0.544420195468526,1,No,0
PRV54332,0.5444033110791301,1,No,0
PRV56632,0.5442192986218166,1,No,0
PRV53670,0.5441648356087939,1,Yes,1
PRV56124,0.5440893917501298,1,No,0
PRV52829,0.5439619941665937,1,No,0
PRV52290,0.5439496222009155,1,No,0
PRV57630,0.5439419703463237,1,No,0
PRV53021,0.5436927294178651,1,Yes,1
PRV52104,0.5433748869734935,1,No,0
PRV53397,0.5431222272289298,1,Yes,1
PRV57297,0.5430733875212868,1,Yes,1
PRV54789,0.5428537910975997,1,No,0
PRV53679,0.542823405090269,1,No,0
PRV57711,0.5427937687239376,1,No,0
PRV52032,0.5427790754738938,1,Yes,1
PRV53781,0.5427103100183908,1,Yes,1
PRV55465,0.5426914075145028,1,No,0
PRV53519,0.542630005177689,1,No,0
PRV52419,0.5424418539360876,1,No,0
PRV54668,0.5423667914662448,1,No,0
PRV53884,0.5423454893773687,1,Yes,1
PRV52982,0.5423280797300251,1,Yes,1
PRV53996,0.5423200016358106,1,No,0
PRV57113,0.5422800099806792,1,No,0
PRV55649,0.5422577058874773,1,No,0
PRV54760,0.5422246163494809,1,No,0
PRV56717,0.5422088090806312,1,No,0
PRV57502,0.5421781166839877,1,Yes,1
PRV53599,0.5421097151568026,1,No,0
PRV54638,0.5420103967907222,1,No,0
PRV56046,0.541926565966493,1,No,0
PRV51582,0.5418701044502082,1,No,0
PRV51670,0.5417497063716334,1,No,0
PRV55136,0.5417392311319131,1,No,0
PRV51810,0.5416785473820145,1,No,0
PRV52320,0.5415090245548325,1,Yes,1
PRV53266,0.5415051116533981,1,Yes,1
PRV55691,0.5414184958196581,1,No,0
PRV55818,0.5412267248874101,1,No,0
PRV55130,0.5409818664021683,1,No,0
PRV52589,0.5409457926110368,1,Yes,1
PRV51062,0.5408808742245479,1,No,0
PRV56870,0.5407811973584128,1,No,0
PRV52634,0.5407716582854619,1,No,0
PRV52195,0.5407410364442188,1,Yes,1
PRV55160,0.5407410364442188,1,No,0
PRV52001,0.5406236776075366,1,No,0
PRV55037,0.5405176209067263,1,No,0
PRV52847,0.5403023500125064,1,Yes,1
PRV57699,0.5401756750489621,1,No,0
PRV53407,0.5401099308329045,1,No,0
PRV53790,0.5400647632609513,1,Yes,1
PRV51354,0.5400470906188015,1,No,0
PRV56125,0.5399466856407149,1,No,0
PRV53101,0.5397982364145759,1,No,0
PRV51233,0.5397807677701796,1,No,0
PRV54674,0.5397807677701796,1,No,0
PRV55135,0.5396819688716362,1,No,0
PRV55138,0.5396819688716362,1,No,0
PRV53378,0.5396099113937592,1,No,0
PRV52549,0.5395679734667072,1,No,0
PRV53008,0.5393754028419309,1,Yes,1
PRV51380,0.5393609993070627,1,No,0
PRV53792,0.5392973000104689,1,Yes,1
PRV56904,0.5392469967177062,1,No,0
PRV56912,0.5392307460815468,1,No,0
PRV54918,0.5390286766809607,1,Yes,1
PRV57412,0.5389081230846974,1,No,0
PRV55118,0.538736730669016,1,No,0
PRV51954,0.5386629110444532,1,No,0
PRV51135,0.5385791810655743,1,No,0
PRV57548,0.5385635393058196,1,Yes,1
PRV51572,0.5385555068751249,1,No,0
PRV53050,0.5384923146414023,1,No,0
PRV54615,0.5383363056427602,1,No,0
PRV52925,0.5383036117154749,1,No,0
PRV52976,0.5383036117154749,1,No,0
PRV55668,0.5382624078580343,1,No,0
PRV56119,0.538255273186289,1,No,0
PRV57612,0.538136107789225,1,No,0
PRV51288,0.5380994432772636,1,No,0
PRV56566,0.5380342196898632,1,Yes,1
PRV52282,0.5379245200020358,1,No,0
PRV54577,0.5377893089947982,1,No,0
PRV57530,0.5376644942235331,1,No,0
PRV55171,0.5376498539939577,1,Yes,1
PRV51259,0.5376092721080327,1,No,0
PRV56659,0.5374962672599032,1,No,0
PRV54233,0.5374884594518597,1,No,0
PRV54302,0.5374726108851577,1,No,0
PRV54295,0.5374726108851577,1,No,0
PRV52403,0.537440303814616,1,No,0
PRV56006,0.537431993633201,1,No,0
PRV55834,0.5372023295341973,1,No,0
PRV52810,0.5371971075328036,1,No,0
PRV55129,0.5371917826023842,1,No,0
PRV52071,0.5371082704443539,1,No,0
PRV55250,0.5369606771900095,1,Yes,1
PRV56706,0.5369026929778142,1,Yes,1
PRV51410,0.5368754126839698,1,Yes,1
PRV55185,0.5368240241153008,1,No,0
PRV57072,0.5366896015865396,1,No,0
PRV57299,0.5366634608238141,1,No,0
PRV54480,0.5366634608238141,1,No,0
PRV57697,0.5364092662520027,1,Yes,1
PRV51626,0.5363973778343323,1,No,0
PRV51577,0.5360540465992852,1,No,0
PRV52954,0.5360540465992852,1,No,0
PRV51061,0.536040781908048,1,No,0
PRV51628,0.5359455256457695,1,No,0
PRV57146,0.535887174782985,1,No,0
PRV52197,0.5358653551021731,1,No,0
PRV56886,0.5357475407901583,1,No,0
PRV56058,0.5357297325856284,1,No,0
PRV51828,0.5356687003848866,1,No,0
PRV57728,0.5356655701691622,1,No,0
PRV52461,0.5356508097299504,1,No,0
PRV55152,0.5354988697753246,1,No,0
PRV53597,0.5354676277516792,1,No,0
PRV54052,0.5354566087893243,1,No,0
PRV56915,0.5354555305659586,1,No,0
PRV56576,0.5352791528609668,1,No,0
PRV52267,0.5352216223377163,1,No,0
PRV51030,0.5351866798848518,1,No,0
PRV56276,0.5351688115336249,1,No,0
PRV51978,0.5350683439046928,1,No,0
PRV57087,0.5350683439046928,1,No,0
PRV51509,0.5350542680773828,1,No,0
PRV52831,0.5349992340945094,1,No,0
PRV56946,0.5348874808264025,1,No,0
PRV55155,0.5348732468253876,1,No,0
PRV56686,0.5348654140482548,1,No,0
PRV57634,0.5347913203590449,1,No,0
PRV57757,0.5347638627676511,1,No,0
PRV52133,0.5347569937086645,1,No,0
PRV56476,0.5346890029819831,1,No,0
PRV54611,0.5346846741285879,1,No,0
PRV56219,0.5346253227789431,1,No,0
PRV53985,0.5346111791656496,1,Yes,1
PRV57228,0.5344955772401608,1,No,0
PRV53932,0.5344372015495765,1,No,0
PRV54711,0.5343510872276509,1,No,0
PRV54866,0.5343510872276509,1,No,0
PRV51813,0.5343254101034758,1,No,0
PRV57206,0.5342629151883731,1,Yes,1
PRV54348,0.5342607326775113,1,No,0
PRV57762,0.5342596957611403,1,No,0
PRV53424,0.534237777471246,1,No,0
PRV55132,0.5340875109394916,1,No,0
PRV55510,0.5339955067577419,1,No,0
PRV54929,0.5339811279022117,1,Yes,1
PRV57310,0.5339712342640842,1,Yes,1
PRV56057,0.5339112318856589,1,No,0
PRV56408,0.5336966838606714,1,No,0
PRV51598,0.533540643472571,1,No,0
PRV54228,0.5335226345605873,1,No,0
PRV55660,0.5334623264987142,1,No,0
PRV54541,0.5333527437768941,1,No,0
PRV55793,0.533041058125131,1,No,0
PRV54692,0.5328649886308133,1,Yes,1
PRV52420,0.532824101175797,1,Yes,1
PRV57333,0.532781223891235,1,No,0
PRV53252,0.5327165797046323,1,No,0
PRV57643,0.5326814965493101,1,No,0
PRV51829,0.5325807116206577,1,No,0
PRV56605,0.5325696966986493,1,Yes,1
PRV51499,0.5325147559765429,1,No,0
PRV55379,0.5324602165783228,1,No,0
PRV56120,0.5324602165783228,1,No,0
PRV53702,0.5324112660500419,1,No,0
PRV57088,0.5323428424315274,1,No,0
PRV56438,0.5322802639651764,1,Yes,1
PRV57555,0.5321409002209954,1,No,0
PRV53700,0.5321375503134127,1,No,0
PRV56354,0.5320068665919364,1,No,0
PRV55034,0.5319671115831995,1,Yes,1
PRV54824,0.5319656152322457,1,No,0
PRV54566,0.5318954165222667,1,Yes,1
PRV55912,0.5318120613051391,1,Yes,1
PRV54724,0.5317813240681298,1,No,0
PRV54898,0.5317061492813513,1,No,0
PRV51636,0.5316950443069464,1,No,0
PRV55610,0.5316866261344025,1,No,0
PRV51689,0.5316866261344025,1,No,0
PRV55657,0.5316866261344025,1,No,0
PRV56338,0.5315449073167076,1,No,0
PRV54374,0.531543989704657,1,No,0
PRV51037,0.5314567964850353,1,Yes,1
PRV57326,0.5313813867001183,1,No,0
PRV55140,0.5312875898842606,1,No,0
PRV54263,0.5312288444822566,1,No,0
PRV56274,0.530993753287476,1,No,0
PRV52936,0.5309746073400513,1,No,0
PRV54001,0.5308926053191645,1,No,0
PRV52978,0.5308587842764189,1,No,0
PRV51132,0.5307816417719232,1,No,0
PRV54671,0.5307255351380344,1,No,0
PRV56355,0.5305893510729596,1,No,0
PRV56103,0.5305839197585374,1,Yes,1
PRV52347,0.5305426763804494,1,Yes,1
PRV54399,0.5305068505726437,1,Yes,1
PRV51465,0.5304595152389792,1,No,0
PRV51535,0.5304594275725671,1,No,0
PRV56664,0.5303371413513392,1,No,0
PRV54813,0.5302479193219473,1,No,0
PRV56546,0.5302000816157477,1,No,0
PRV52910,0.5301557155850772,1,No,0
PRV55900,0.5299489725942165,1,No,0
PRV53591,0.5298204156580876,1,No,0
PRV56914,0.5298204156580876,1,No,0
PRV52989,0.5297153642724848,1,Yes,1
PRV51851,0.5296372304281046,1,Yes,1
PRV54051,0.5295916058510948,1,No,0
PRV56012,0.5295414892042585,1,Yes,1
PRV55933,0.5295403787169065,1,No,0
PRV54612,0.5294884221662818,1,No,0
PRV51120,0.5294292110886367,1,No,0
PRV52003,0.5293852234770201,1,No,0
PRV55022,0.5293673431483356,1,Yes,1
PRV57285,0.5292033991293305,1,No,0
PRV56350,0.529171194772597,1,Yes,1
PRV55030,0.5290974143389597,1,Yes,1
PRV51258,0.5289866033204805,1,No,0
PRV56897,0.5289252251833012,1,No,0
PRV56909,0.5288673919540745,1,No,0
PRV52085,0.5287315838145273,1,No,0
PRV57341,0.5286919944476116,1,Yes,1
PRV53900,0.5286164079584992,1,Yes,1
PRV54404,0.5285683153118133,1,No,0
PRV57414,0.5285207437667433,1,No,0
PRV56738,0.5284893374515073,1,No,0
PRV54774,0.5283976197093186,1,No,0
PRV54256,0.52827640932126,1,No,0
PRV51003,0.5282730787922918,1,Yes,1
PRV52154,0.5282104752477101,1,No,0
PRV57528,0.5281638367040238,1,Yes,1
PRV57133,0.5280989662234364,1,No,0
PRV56270,0.5280230260322609,1,No,0
PRV56248,0.5278546187815735,1,No,0
PRV54497,0.5278419148004584,1,No,0
PRV53959,0.5278139131678914,1,Yes,1
PRV52859,0.5277628223688088,1,No,0
PRV52980,0.527739567708146,1,No,0
PRV55454,0.5277316109454545,1,No,0
PRV54098,0.5275281892237527,1,Yes,1
PRV52294,0.5274139189164343,1,No,0
PRV53960,0.527317501776079,1,No,0
PRV55765,0.5272902341828868,1,No,0
PRV56342,0.5272746573904803,1,No,0
PRV52979,0.527263862146808,1,No,0
PRV55262,0.527125260596704,1,No,0
PRV57348,0.527124118408499,1,No,0
PRV55028,0.5271010852885015,1,No,0
PRV55233,0.5267263109041106,1,No,0
PRV55766,0.5266975226097497,1,No,0
PRV55887,0.5265972110117924,1,No,0
PRV54460,0.5263144997957945,1,No,0
PRV52541,0.5262799584374076,1,No,0
PRV54425,0.5262665455543781,1,No,0
PRV56047,0.5259895492109179,1,No,0
PRV55869,0.5259703241393693,1,No,0
PRV57642,0.5259168489101835,1,Yes,1
PRV55790,0.5258173514450409,1,No,0
PRV51920,0.5257966445506851,1,Yes,1
PRV52148,0.525565415961053,1,No,0
PRV56201,0.5255365345762214,1,No,0
PRV52326,0.525506631196605,1,No,0
PRV54859,0.5254052720768009,1,No,0
PRV57401,0.5253988078837335,1,No,0
PRV56400,0.5253611576069778,1,Yes,1
PRV53675,0.525237266398832,1,No,0
PRV54818,0.525163248329977,1,No,0
PRV53598,0.525144639925358,1,No,0
PRV57144,0.525144639925358,1,No,0
PRV55383,0.525144639925358,1,No,0
PRV54082,0.52509238429219,1,No,0
PRV55951,0.5250894887401274,1,Yes,1
PRV51554,0.5250105291554436,1,No,0
PRV57085,0.5248920039093592,1,No,0
PRV54061,0.5247889980968725,1,No,0
PRV52128,0.5246656789124752,1,No,0
PRV56587,0.5245667827743349,1,Yes,1
PRV54514,0.5244473651001346,1,Yes,1
PRV55247,0.5244270357906922,1,No,0
PRV55622,0.5243714730693739,1,No,0
PRV53440,0.5243502266767748,1,No,0
PRV52047,0.5242723462885582,1,No,0
PRV54555,0.5241838579699291,1,No,0
PRV53865,0.5241507039528744,1,No,0
PRV55937,0.5240435281833418,1,No,0
PRV56519,0.5240294384681047,1,No,0
PRV57364,0.5239537872251333,1,No,0
PRV51857,0.5238279144124194,1,Yes,1
PRV56582,0.523774144070613,1,No,0
PRV52899,0.523774144070613,1,No,0
PRV51722,0.523774144070613,1,No,0
PRV52794,0.523774144070613,1,No,0
PRV52733,0.523774144070613,1,No,0
PRV55384,0.523774144070613,1,No,0
PRV54033,0.523774144070613,1,No,0
PRV55881,0.523774144070613,1,No,0
PRV55181,0.5237596141650459,1,No,0
PRV53770,0.5236950201189146,1,No,0
PRV51886,0.5236003542677523,1,No,0
PRV51449,0.5235283549524362,1,No,0
PRV52656,0.5233587944158826,1,No,0
PRV53384,0.5232791556161412,1,Yes,1
PRV53377,0.5231080258311032,1,No,0
PRV55418,0.5230334237374196,1,No,0
PRV52609,0.5229857604860088,1,Yes,1
PRV53171,0.5229582871481964,1,No,0
PRV51640,0.5229317980539112,1,No,0
PRV53038,0.5228868586714795,1,No,0
PRV54373,0.5228360052463426,1,No,0
PRV56166,0.522696839090205,1,No,0
PRV51272,0.5226673673389346,1,No,0
PRV57020,0.5226660805856391,1,No,0
PRV57086,0.5226660805856391,1,No,0
PRV55911,0.5226136155490269,1,Yes,1
PRV54567,0.5225554024447165,1,No,0
PRV53623,0.522466174996427,1,Yes,1
PRV57304,0.5224179661133453,1,No,0
PRV51816,0.5224123273139656,1,No,0
PRV52935,0.5223889007930342,1,No,0
PRV56411,0.5223319601477662,1,No,0
PRV52708,0.5223054379917591,1,No,0
PRV54071,0.5221935923507874,1,No,0
PRV51442,0.5220697611488124,1,No,0
PRV57074,0.5219010901496011,1,No,0
PRV51604,0.5219005754876728,1,Yes,1
PRV51681,0.521829899278912,1,No,0
PRV51715,0.5217234521858494,1,No,0
PRV56547,0.5216277010105013,1,No,0
PRV55051,0.5216277010105013,1,No,0
PRV53887,0.5215399192483297,1,Yes,1
PRV53710,0.5215258840260011,1,No,0
PRV53191,0.5214724392744539,1,No,0
PRV54564,0.5214712811938356,1,No,0
PRV52378,0.5213840815659756,1,No,0
PRV57397,0.5212587236998892,1,No,0
PRV51707,0.5210939679027133,1,No,0
PRV56662,0.5210694558279317,1,No,0
PRV56253,0.5208552020048515,1,Yes,1
PRV56614,0.5208029701060256,1,No,0
PRV51976,0.520772840177672,1,No,0
PRV56147,0.5206602184171211,1,No,0
PRV51426,0.5206412027717126,1,Yes,1
PRV52395,0.5206407331266792,1,No,0
PRV52401,0.5206350895004587,1,No,0
PRV54356,0.5205727397843337,1,No,0
PRV53260,0.5205014810741995,1,No,0
PRV57704,0.5204233670954431,1,No,0
PRV52918,0.5202756493923264,1,No,0
PRV54690,0.52016958373392,1,No,0
PRV52511,0.5200997053247436,1,Yes,1
PRV55850,0.5200677560130789,1,No,0
PRV57158,0.5200039444059522,1,Yes,1
PRV55270,0.5198767721448192,1,No,0
PRV52653,0.5198701188409381,1,No,0
PRV56750,0.5197822981632817,1,No,0
PRV52344,0.5196889476548929,1,No,0
PRV53699,0.5195989893163054,1,No,0
PRV54220,0.5195331016049756,1,No,0
PRV52452,0.5195106733995651,1,No,0
PRV51497,0.519315439908867,1,No,0
PRV54545,0.5191714045893295,1,No,0
PRV54998,0.519163230772728,1,Yes,1
PRV54333,0.5190689469915216,1,Yes,1
PRV54382,0.5189432697154047,1,Yes,1
PRV51164,0.5186730207670608,1,No,0
PRV51198,0.51866613136752,1,No,0
PRV51488,0.5186136532473438,1,No,0
PRV54761,0.5184264421071028,1,No,0
PRV53020,0.5182046625828974,1,No,0
PRV54183,0.5182046625828974,1,No,0
PRV54330,0.518125472206087,1,No,0
PRV57223,0.5181186427207807,1,Yes,1
PRV56478,0.5181183107802279,1,No,0
PRV57117,0.5178853558415649,1,Yes,1
PRV55416,0.5177862674624875,1,No,0
PRV53052,0.517782284917661,1,No,0
PRV54666,0.5177645182392665,1,No,0
PRV55776,0.5177359521516834,1,No,0
PRV51194,0.5176713052169041,1,No,0
PRV52617,0.517645515068258,1,No,0
PRV52307,0.5175577002996591,1,Yes,1
PRV54667,0.517518352225976,1,No,0
PRV52652,0.5174286093721295,1,Yes,1
PRV52845,0.5172377431072744,1,No,0
PRV54284,0.5171901811766041,1,No,0
PRV56990,0.5170918490057035,1,No,0
PRV57162,0.5170871943786913,1,Yes,1
PRV51213,0.5170725720624247,1,No,0
PRV52842,0.5170118742971364,1,No,0
PRV56608,0.5167803917321385,1,Yes,1
PRV54575,0.5167788209241928,1,No,0
PRV51655,0.5165984848547629,1,No,0
PRV55450,0.5165603383505695,1,No,0
PRV55769,0.5163385280152354,1,No,0
PRV53314,0.5163122050831616,1,No,0
PRV54847,0.5162652962114698,1,No,0
PRV56649,0.5162419346095726,1,Yes,1
PRV51947,0.5162161283673775,1,No,0
PRV56624,0.515998371960602,1,Yes,1
PRV55492,0.5158572544114938,1,Yes,1
PRV51688,0.5157739430858642,1,No,0
PRV55425,0.515692924038341,1,No,0
PRV54949,0.5156885488988789,1,No,0
PRV54146,0.5155780993339754,1,No,0
PRV55507,0.5153446095967701,1,No,0
PRV57334,0.5152292085409158,1,No,0
PRV54276,0.5150770286956943,1,No,0
PRV54697,0.5148043697859637,1,No,0
PRV52560,0.5148034130029104,1,No,0
PRV56392,0.514733758393498,1,Yes,1
PRV56041,0.5146276347131996,1,No,0
PRV56630,0.5145555735136322,1,Yes,1
PRV54781,0.5144810932474521,1,Yes,1
PRV54587,0.5141113981325315,1,No,0
PRV51178,0.5140595674994691,1,Yes,1
PRV52530,0.5140090487638438,1,No,0
PRV57543,0.5140059272546319,1,Yes,1
PRV55974,0.5139285931885503,1,No,0
PRV51460,0.5139220249695232,1,No,0
PRV54337,0.5138218539242634,1,No,0
PRV55969,0.5138187632204615,1,No,0
PRV53609,0.5137185529892057,1,No,0
PRV55445,0.5136806001745372,1,No,0
PRV53626,0.5136723535017553,1,No,0
PRV52342,0.5136317674329104,1,No,0
PRV55831,0.5134226045770343,1,No,0
PRV55023,0.5134065943334184,1,No,0
PRV51612,0.5132663220857165,1,No,0
PRV55935,0.5132658911258451,1,No,0
PRV52611,0.5131301802115595,1,No,0
PRV52690,0.5127649231356567,1,Yes,1
PRV53683,0.5127046047452316,1,No,0
PRV54316,0.512657079994007,1,No,0
PRV55679,0.5125397246256022,1,No,0
PRV55495,0.5125292069097515,1,Yes,1
PRV57641,0.5124962272692589,1,No,0
PRV57712,0.5124842723884645,1,No,0
PRV54914,0.5123596075882609,1,No,0
PRV53894,0.5121528032982056,1,Yes,1
PRV53939,0.5120410602268045,1,No,0
PRV54830,0.5120368778578509,1,No,0
PRV56345,0.5120341955743456,1,No,0
PRV53773,0.5118808854793684,1,No,0
PRV55479,0.5118553014354302,1,No,0
PRV57189,0.5118505297801665,1,Yes,1
PRV57345,0.5118426868029785,1,Yes,1
PRV53034,0.5118276264779543,1,No,0
PRV52607,0.5118276264779543,1,No,0
PRV56435,0.5118210105402502,1,Yes,1
PRV52152,0.5117404401354794,1,No,0
PRV55634,0.5117122076376612,1,No,0
PRV52343,0.5116861795256554,1,Yes,1
PRV52698,0.5115625664308701,1,No,0
PRV56019,0.5115210922059285,1,No,0
PRV51067,0.5114362809122373,1,Yes,1
PRV55692,0.511389699652086,1,No,0
PRV56571,0.5112873547256325,1,No,0
PRV56398,0.5112499382588069,1,No,0
PRV52722,0.5112415987799391,1,No,0
PRV57526,0.5111760161169333,1,No,0
PRV54657,0.5108990648186152,1,No,0
PRV53885,0.5108151786311633,1,No,0
PRV55736,0.510602319629019,1,No,0
PRV55514,0.5104938876287994,1,Yes,1
PRV51679,0.5104578538418668,1,No,0
PRV53802,0.5103110975376374,1,No,0
PRV51180,0.5102697709615277,1,No,0
PRV53294,0.5102672685448072,1,No,0
PRV54879,0.5101987790505136,1,Yes,1
PRV51431,0.5101600937792559,1,No,0
PRV54620,0.5101265024051225,1,No,0
PRV52843,0.510038691480161,1,Yes,1
PRV57527,0.5100343944200779,1,Yes,1
PRV52561,0.5100112396700225,1,No,0
PRV53319,0.5100096575254636,1,No,0
PRV55918,0.5099852495975542,1,No,0
PRV55573,0.5098290652543358,1,No,0
PRV56732,0.5096752205362315,1,Yes,1
PRV52146,0.509663143866758,1,No,0
PRV54705,0.5094780842854814,1,No,0
PRV56370,0.5094758703751837,1,No,0
PRV54111,0.5093983505591927,1,Yes,1
PRV56733,0.509392679038132,1,No,0
PRV53449,0.5093653632647126,1,No,0
PRV52509,0.509351137736184,1,No,0
PRV53154,0.5092867020138551,1,No,0
PRV51474,0.5092537689835716,1,No,0
PRV57518,0.5090406674810101,1,No,0
PRV51035,0.5089747601394141,1,No,0
PRV56428,0.5089347629446421,1,Yes,1
PRV52665,0.5087443085517716,1,No,0
PRV56265,0.5086735415258453,1,No,0
PRV54341,0.5085644671063937,1,No,0
PRV55907,0.5083953782459185,1,No,0
PRV54253,0.5083582692381058,1,No,0
PRV56501,0.5083276142535271,1,Yes,1
PRV52127,0.5082332786294635,1,No,0
PRV51273,0.5080820823146314,1,No,0
PRV52709,0.5080658247814229,1,No,0
PRV56445,0.5079502449596837,1,No,0
PRV56448,0.5078670377739385,1,No,0
PRV53002,0.5077164802458136,1,No,0
PRV54739,0.5077053204795647,1,Yes,1
PRV54336,0.5077021075300765,1,Yes,1
PRV55654,0.5076745682841824,1,No,0
PRV54842,0.5076193354397809,1,No,0
PRV53256,0.5075823039508588,1,No,0
PRV53676,0.5075781445786628,1,No,0
PRV55005,0.5075365800895851,1,No,0
PRV56136,0.507514630610215,1,No,0
PRV52593,0.5074714143460671,1,Yes,1
PRV56028,0.5072814442242495,1,No,0
PRV52474,0.5072212107280426,1,No,0
PRV53632,0.50696149116302,1,No,0
PRV55939,0.5069594169186059,1,No,0
PRV52654,0.5067734897300266,1,No,0
PRV51566,0.5065437128143083,1,No,0
PRV56494,0.5064617395421914,1,No,0
PRV53671,0.5064343003888562,1,Yes,1
PRV54860,0.5061398261346635,1,No,0
PRV53127,0.5059523469054632,1,No,0
PRV53040,0.5058693428066771,1,No,0
PRV55675,0.5058080874544097,1,No,0
PRV54653,0.5057579088560699,1,No,0
PRV55482,0.5057575977141457,1,Yes,1
PRV56404,0.5057380974372951,1,No,0
PRV53000,0.5057306467788828,1,No,0
PRV54414,0.5057197537177219,1,No,0
PRV51398,0.5056944627052058,1,No,0
PRV54043,0.5056664636678567,1,No,0
PRV52367,0.5056185325242087,1,No,0
PRV53194,0.5055988760838741,1,No,0
PRV53374,0.5055685065922982,1,No,0
PRV57225,0.5055128723066703,1,No,0
PRV52045,0.5054476395290327,1,Yes,1
PRV54590,0.5053556181053688,1,No,0
PRV56213,0.5053439300117173,1,No,0
PRV51057,0.505215316961053,1,No,0
PRV54785,0.50521463632403,1,No,0
PRV56172,0.505212676498626,1,No,0
PRV51196,0.505204344864992,1,No,0
PRV57339,0.505197123119807,1,No,0
PRV55583,0.5051298331904691,1,No,0
PRV54601,0.5051252468186774,1,No,0
PRV51148,0.5051222934985887,1,Yes,1
PRV55452,0.5050618438687017,1,No,0
PRV51959,0.5049230022187458,1,No,0
PRV52615,0.5048785175061636,1,No,0
PRV54999,0.5048266412760225,1,No,0
PRV51438,0.5047207907934254,1,No,0
PRV56485,0.5047019461871993,1,No,0
PRV54102,0.5045901608416272,1,No,0
PRV52365,0.5045508385815564,1,No,0
PRV51064,0.5044692010074547,1,Yes,1
PRV53457,0.5044240468482463,1,No,0
PRV56361,0.5044088655011431,1,Yes,1
PRV53128,0.5044083017386342,1,No,0
PRV52563,0.5043857314426234,1,No,0
PRV52483,0.5042731963092804,1,No,0
PRV56606,0.5041983162304121,1,No,0
PRV55607,0.5041302681466335,1,No,0
PRV54549,0.5041302681466335,1,No,0
PRV54009,0.5041302681466335,1,No,0
PRV54199,0.5041302681466335,1,No,0
PRV55778,0.5041302681466335,1,No,0
PRV52200,0.5041302681466335,1,No,0
PRV57063,0.5041302681466335,1,No,0
PRV54856,0.5041302681466335,1,No,0
PRV52482,0.5041302681466335,1,No,0
PRV52769,0.5041302681466335,1,No,0
PRV56056,0.5041302681466335,1,No,0
PRV56050,0.5041302681466335,1,No,0
PRV57467,0.5041302681466335,1,No,0
PRV57305,0.5041111445545111,1,No,0
PRV54661,0.5040803353944286,1,No,0
PRV53417,0.5039918775219921,1,Yes,1
PRV53317,0.5039235094545196,1,No,0
PRV52044,0.5038481777974438,1,No,0
PRV52303,0.5038340165059535,1,No,0
PRV52547,0.5038141851022904,1,No,0
PRV57609,0.5038141851022904,1,No,0
PRV57170,0.5037957795939818,1,Yes,1
PRV55154,0.5037694211657657,1,No,0
PRV54621,0.5037694211657657,1,No,0
PRV57283,0.5037694211657657,1,No,0
PRV56539,0.5037694211657657,1,No,0
PRV52573,0.5037686226420284,1,No,0
PRV55521,0.5036817314334514,1,No,0
