Provider,TotalClaims,AnomalousClaims,AverageRiskScore,MaximumRiskScore,PotentialFraud,AnomalyRate
PRV55880,15,0,4.35,12.43,No,0.0
PRV57757,11,0,4.35,8.04,No,0.0
PRV51956,14,0,4.34,10.76,No,0.0
PRV53850,10,0,4.34,8.29,No,0.0
PRV54834,16,0,4.34,15.4,No,0.0
PRV56986,2,0,4.34,5.51,No,0.0
PRV57049,22,0,4.34,10.51,Yes,0.0
PRV57630,8,0,4.34,9.67,No,0.0
PRV57751,4,0,4.34,11.72,No,0.0
PRV51126,20,0,4.33,14.77,Yes,0.0
PRV52449,6,0,4.33,7.85,No,0.0
PRV53970,4,0,4.33,5.84,No,0.0
PRV54120,2,0,4.33,8.49,No,0.0
PRV51707,12,0,4.31,11.92,No,0.0
PRV54324,32,0,4.31,12.53,No,0.0
PRV55661,14,0,4.31,9.71,No,0.0
PRV51628,6,0,4.3,6.32,No,0.0
PRV52729,2,0,4.3,7.86,No,0.0
PRV53220,5,0,4.3,10.23,No,0.0
PRV55606,4,0,4.3,5.99,No,0.0
PRV52526,1,0,4.29,4.29,No,0.0
PRV51429,10,0,4.28,13.08,No,0.0
PRV52978,5,0,4.28,5.08,No,0.0
PRV53507,9,0,4.27,7.55,No,0.0
PRV55430,7,0,4.27,6.54,Yes,0.0
PRV57437,27,0,4.27,14.18,No,0.0
PRV51016,6,0,4.26,10.14,No,0.0
PRV53217,5,0,4.26,7.62,No,0.0
PRV53949,5,0,4.25,10.26,No,0.0
PRV54676,40,0,4.25,15.2,Yes,0.0
PRV55498,27,0,4.25,13.48,No,0.0
PRV57638,9,0,4.25,9.93,No,0.0
PRV52289,4,0,4.24,7.16,No,0.0
PRV52458,1,0,4.24,4.24,No,0.0
PRV53978,1,0,4.24,4.24,No,0.0
PRV55744,2,0,4.24,7.84,No,0.0
PRV51170,16,0,4.23,14.19,Yes,0.0
PRV51727,3,0,4.23,6.9,No,0.0
PRV53202,11,0,4.23,10.23,No,0.0
PRV54547,3,0,4.23,10.64,No,0.0
PRV57679,1,0,4.23,4.23,No,0.0
PRV51617,22,0,4.22,12.96,No,0.0
PRV52205,2,0,4.22,7.79,No,0.0
PRV56120,4,0,4.22,6.66,No,0.0
PRV51654,2,0,4.21,7.96,No,0.0
PRV53517,2,0,4.2,4.7,No,0.0
PRV54013,1,0,4.2,4.2,No,0.0
PRV54061,11,0,4.19,14.84,No,0.0
PRV54675,37,0,4.19,10.35,Yes,0.0
PRV55572,1,0,4.19,4.19,No,0.0
PRV56046,20,0,4.19,9.28,No,0.0
PRV56888,10,0,4.19,13.36,No,0.0
PRV51722,1,0,4.18,4.18,No,0.0
PRV53085,2,0,4.18,4.21,No,0.0
PRV53516,1,0,4.18,4.18,No,0.0
PRV55126,2,0,4.18,5.0,No,0.0
PRV55877,4,0,4.18,12.68,No,0.0
PRV54263,6,0,4.17,11.63,No,0.0
PRV52196,6,0,4.16,9.01,No,0.0
PRV56547,7,0,4.16,7.8,No,0.0
PRV51360,29,0,4.15,9.62,No,0.0
PRV51630,5,0,4.15,15.24,No,0.0
PRV52195,10,0,4.15,6.82,Yes,0.0
PRV55475,17,0,4.15,14.77,No,0.0
PRV57462,10,0,4.14,15.25,No,0.0
PRV54167,9,0,4.13,13.31,No,0.0
PRV54638,6,0,4.13,8.32,No,0.0
PRV56545,1,0,4.13,4.13,No,0.0
PRV51687,10,0,4.12,10.61,No,0.0
PRV54213,67,0,4.11,13.15,No,0.0
PRV56490,14,0,4.11,9.39,No,0.0
PRV57033,53,0,4.11,14.93,No,0.0
PRV51331,5,0,4.1,7.88,No,0.0
PRV51446,24,0,4.1,13.3,No,0.0
PRV54019,4,0,4.1,10.06,No,0.0
PRV57728,4,0,4.1,14.5,No,0.0
PRV56095,11,0,4.09,11.67,No,0.0
PRV52532,16,0,4.08,12.37,No,0.0
PRV54356,31,0,4.08,13.51,No,0.0
PRV55444,128,0,4.08,15.17,Yes,0.0
PRV56131,15,0,4.08,7.41,No,0.0
PRV57089,3,0,4.08,7.38,No,0.0
PRV57397,7,0,4.08,7.67,No,0.0
PRV51102,12,0,4.07,6.23,No,0.0
PRV52910,18,0,4.07,14.69,No,0.0
PRV53114,29,0,4.07,15.25,Yes,0.0
PRV56522,3,0,4.07,6.53,No,0.0
PRV51232,1,0,4.06,4.06,No,0.0
PRV51810,3,0,4.05,6.24,No,0.0
PRV52461,7,0,4.05,5.62,No,0.0
PRV53329,11,0,4.05,12.23,No,0.0
PRV56686,20,0,4.05,11.76,No,0.0
PRV52998,33,0,4.04,13.65,No,0.0
PRV54055,25,0,4.04,9.04,No,0.0
PRV56413,12,0,4.04,14.54,No,0.0
PRV57489,17,0,4.04,7.11,No,0.0
PRV53646,3,0,4.03,6.29,No,0.0
PRV53995,3,0,4.03,7.7,No,0.0
PRV56541,54,0,4.03,12.3,Yes,0.0
PRV52266,37,0,4.01,10.43,No,0.0
PRV53350,4,0,4.01,8.09,No,0.0
PRV53857,10,0,4.01,7.74,No,0.0
PRV56937,5,0,4.01,11.83,No,0.0
PRV52586,1,0,4.0,4.0,No,0.0
PRV53018,41,0,4.0,14.84,No,0.0
PRV56808,62,0,3.99,15.16,Yes,0.0
PRV52468,21,0,3.97,14.95,No,0.0
PRV52219,4,0,3.96,9.46,No,0.0
PRV52763,1,0,3.96,3.96,No,0.0
PRV55431,2,0,3.96,5.2,No,0.0
PRV51770,15,0,3.95,10.56,No,0.0
PRV52221,1,0,3.95,3.95,No,0.0
PRV53172,3,0,3.95,6.23,No,0.0
PRV53378,10,0,3.95,10.39,No,0.0
PRV54558,73,0,3.95,14.68,No,0.0
PRV55760,3,0,3.95,9.69,No,0.0
PRV57675,3,0,3.95,6.27,No,0.0
PRV51978,4,0,3.94,5.91,No,0.0
PRV53885,12,0,3.94,13.06,No,0.0
PRV54549,1,0,3.94,3.94,No,0.0
PRV56543,4,0,3.94,5.36,No,0.0
PRV55128,8,0,3.93,8.26,No,0.0
PRV55382,8,0,3.93,9.18,No,0.0
PRV56058,11,0,3.93,9.48,No,0.0
PRV57053,23,0,3.93,14.45,No,0.0
PRV51549,21,0,3.92,13.97,No,0.0
PRV54664,2,0,3.92,5.22,No,0.0
PRV53461,36,0,3.91,13.81,Yes,0.0
PRV57024,9,0,3.91,7.12,No,0.0
PRV56140,31,0,3.9,12.42,No,0.0
PRV56784,19,0,3.9,12.54,No,0.0
PRV57141,17,0,3.9,13.74,No,0.0
PRV53162,5,0,3.89,7.95,No,0.0
PRV53845,20,0,3.89,15.06,No,0.0
PRV57295,14,0,3.89,9.01,Yes,0.0
PRV52644,31,0,3.88,12.12,No,0.0
PRV53651,11,0,3.88,13.11,No,0.0
PRV54194,7,0,3.88,12.3,No,0.0
PRV54300,6,0,3.88,8.08,No,0.0
PRV56519,7,0,3.88,8.66,No,0.0
PRV57251,15,0,3.88,11.55,No,0.0
PRV53862,6,0,3.87,9.56,No,0.0
PRV54822,16,0,3.87,11.36,Yes,0.0
PRV55143,1,0,3.87,3.87,No,0.0
PRV55983,22,0,3.87,10.29,No,0.0
PRV56048,16,0,3.87,10.66,No,0.0
PRV51422,25,0,3.86,11.66,No,0.0
PRV51674,4,0,3.86,7.9,No,0.0
PRV53204,7,0,3.86,9.03,No,0.0
PRV53733,20,0,3.86,14.94,No,0.0
PRV57082,5,0,3.86,6.26,No,0.0
PRV57188,21,0,3.86,13.06,No,0.0
PRV52251,4,0,3.85,9.85,No,0.0
PRV54215,31,0,3.85,14.11,No,0.0
PRV56720,12,0,3.85,9.54,No,0.0
PRV56884,8,0,3.85,7.85,No,0.0
PRV52772,12,0,3.84,12.18,No,0.0
PRV53966,2,0,3.84,5.27,No,0.0
PRV54554,26,0,3.84,10.9,No,0.0
PRV55452,60,0,3.84,13.97,No,0.0
PRV56032,9,0,3.84,8.91,No,0.0
PRV51023,36,0,3.83,14.91,No,0.0
PRV52773,2,0,3.82,7.0,No,0.0
PRV53061,1,0,3.82,3.82,No,0.0
PRV54620,13,0,3.82,9.52,No,0.0
PRV55769,15,0,3.82,14.62,No,0.0
PRV56108,15,0,3.82,10.25,No,0.0
PRV56878,26,0,3.82,10.37,No,0.0
PRV51135,5,0,3.81,9.61,No,0.0
PRV52252,26,0,3.81,14.77,No,0.0
PRV52833,14,0,3.8,11.24,No,0.0
PRV56680,33,0,3.8,14.19,No,0.0
PRV57139,16,0,3.8,10.08,No,0.0
PRV51318,3,0,3.79,4.5,No,0.0
PRV51794,11,0,3.79,8.11,No,0.0
PRV53839,1,0,3.79,3.79,No,0.0
PRV54051,5,0,3.79,5.76,No,0.0
PRV57632,1,0,3.78,3.78,No,0.0
PRV51505,15,0,3.77,10.71,No,0.0
PRV52721,7,0,3.77,12.77,No,0.0
PRV57669,3,0,3.77,9.16,No,0.0
PRV54185,2,0,3.76,7.4,No,0.0
PRV55811,2,0,3.76,3.85,No,0.0
PRV51888,5,0,3.75,7.7,No,0.0
PRV55830,10,0,3.75,9.17,No,0.0
PRV57069,2,0,3.75,4.68,No,0.0
PRV51872,24,0,3.74,12.59,No,0.0
PRV51979,13,0,3.74,10.15,Yes,0.0
PRV56892,13,0,3.74,9.99,No,0.0
PRV54756,19,0,3.73,13.85,No,0.0
PRV54893,8,0,3.73,7.1,No,0.0
PRV55124,9,0,3.73,7.15,No,0.0
PRV56802,13,0,3.73,7.81,No,0.0
PRV52140,19,0,3.72,9.48,No,0.0
PRV53867,13,0,3.72,12.23,No,0.0
PRV55048,94,0,3.72,13.31,Yes,0.0
PRV55939,51,0,3.72,11.69,No,0.0
PRV54451,13,0,3.71,9.24,No,0.0
PRV55900,19,0,3.71,13.36,No,0.0
PRV56170,18,0,3.71,9.07,No,0.0
PRV56308,15,0,3.71,13.37,No,0.0
PRV57406,68,0,3.71,10.67,No,0.0
PRV53802,80,0,3.69,13.76,No,0.0
PRV54054,1,0,3.69,3.69,No,0.0
PRV55779,7,0,3.69,12.46,No,0.0
PRV56528,21,0,3.69,11.67,No,0.0
PRV57652,15,0,3.69,9.61,No,0.0
PRV54082,11,0,3.68,14.38,No,0.0
PRV54711,2,0,3.68,6.33,No,0.0
PRV56797,5,0,3.68,9.41,No,0.0
PRV57393,5,0,3.68,9.77,No,0.0
PRV51497,15,0,3.67,8.47,No,0.0
PRV53660,35,0,3.67,12.61,No,0.0
PRV56570,30,0,3.67,9.83,No,0.0
PRV56910,5,0,3.67,7.63,No,0.0
PRV53591,6,0,3.66,6.44,No,0.0
PRV53602,4,0,3.66,8.36,No,0.0
PRV55353,12,0,3.66,9.25,No,0.0
PRV55615,1,0,3.66,3.66,No,0.0
PRV55642,2,0,3.66,7.31,No,0.0
PRV57085,5,0,3.66,7.03,No,0.0
PRV51952,19,0,3.65,12.43,No,0.0
PRV52536,1,0,3.65,3.65,No,0.0
PRV53221,16,0,3.65,13.82,No,0.0
PRV53334,29,0,3.65,14.04,No,0.0
PRV53482,24,0,3.65,13.66,No,0.0
PRV53532,9,0,3.65,8.3,No,0.0
PRV53787,74,0,3.65,13.85,Yes,0.0
PRV51147,32,0,3.64,14.75,No,0.0
PRV51295,7,0,3.64,9.1,No,0.0
PRV52152,88,0,3.64,14.14,No,0.0
PRV56877,44,0,3.64,12.32,Yes,0.0
PRV56951,19,0,3.64,15.42,No,0.0
PRV51131,8,0,3.63,10.07,No,0.0
PRV54929,26,0,3.63,8.47,Yes,0.0
PRV56302,4,0,3.63,11.01,No,0.0
PRV53564,5,0,3.62,5.08,No,0.0
PRV55710,40,0,3.62,10.96,No,0.0
PRV57740,12,0,3.62,11.11,No,0.0
PRV54311,3,0,3.61,7.23,No,0.0
PRV54798,5,0,3.61,10.27,No,0.0
PRV53101,8,0,3.6,10.12,No,0.0
PRV55948,28,0,3.6,11.96,No,0.0
PRV52225,6,0,3.59,9.54,No,0.0
PRV57011,17,0,3.59,9.01,No,0.0
PRV57127,22,0,3.59,11.96,No,0.0
PRV53292,41,0,3.58,10.43,No,0.0
PRV53304,13,0,3.58,12.27,No,0.0
PRV57388,9,0,3.58,9.93,No,0.0
PRV53649,27,0,3.57,11.59,No,0.0
PRV55038,15,0,3.57,14.96,No,0.0
PRV55133,2,0,3.57,5.35,No,0.0
PRV57235,15,0,3.57,9.77,No,0.0
PRV57369,28,0,3.57,10.51,No,0.0
PRV51121,7,0,3.56,5.84,No,0.0
PRV51288,8,0,3.56,12.02,No,0.0
PRV52791,1,0,3.56,3.56,No,0.0
PRV53021,28,0,3.56,10.86,Yes,0.0
PRV53642,6,0,3.56,14.62,No,0.0
PRV53645,6,0,3.56,7.53,No,0.0
PRV54435,11,0,3.56,15.26,No,0.0
PRV56336,21,0,3.56,7.14,No,0.0
PRV57697,66,0,3.56,13.63,Yes,0.0
PRV51531,34,0,3.55,11.99,No,0.0
PRV52177,39,0,3.55,11.8,No,0.0
PRV52592,19,0,3.55,10.49,No,0.0
PRV53019,15,0,3.55,8.5,No,0.0
PRV53281,53,0,3.55,10.93,No,0.0
PRV56996,11,0,3.55,12.45,No,0.0
PRV57257,17,0,3.55,15.41,No,0.0
PRV53901,14,0,3.54,10.42,No,0.0
PRV54149,16,0,3.54,14.27,Yes,0.0
PRV54463,3,0,3.53,6.43,No,0.0
PRV55456,6,0,3.53,10.56,No,0.0
PRV56768,4,0,3.53,3.93,No,0.0
PRV56987,7,0,3.53,8.64,No,0.0
PRV53067,16,0,3.52,13.46,No,0.0
PRV54692,72,0,3.52,12.54,Yes,0.0
PRV56358,4,0,3.52,10.83,No,0.0
PRV57330,34,0,3.52,13.33,No,0.0
PRV51194,9,0,3.51,7.06,No,0.0
PRV51312,46,0,3.51,13.55,No,0.0
PRV51823,11,0,3.51,7.38,No,0.0
PRV52115,90,0,3.51,15.23,Yes,0.0
PRV52308,87,0,3.51,12.53,Yes,0.0
PRV53453,15,0,3.51,8.26,No,0.0
PRV53924,1,0,3.51,3.51,No,0.0
PRV53938,111,0,3.51,13.63,Yes,0.0
PRV54900,14,0,3.51,13.97,No,0.0
PRV55051,7,0,3.51,7.5,No,0.0
PRV55383,8,0,3.51,6.06,No,0.0
PRV55678,16,0,3.51,10.67,No,0.0
PRV51065,28,0,3.5,14.96,No,0.0
PRV51742,13,0,3.5,9.18,No,0.0
PRV52445,5,0,3.5,5.07,Yes,0.0
PRV54037,17,0,3.5,8.88,No,0.0
PRV56257,52,0,3.5,8.71,Yes,0.0
PRV56687,9,0,3.5,11.87,No,0.0
PRV57093,1,0,3.5,3.5,No,0.0
PRV57400,8,0,3.5,6.64,No,0.0
PRV57486,35,0,3.5,13.85,No,0.0
PRV57719,23,0,3.5,14.63,No,0.0
PRV57743,8,0,3.5,12.61,No,0.0
PRV51532,32,0,3.49,10.96,No,0.0
PRV51645,5,0,3.49,10.17,No,0.0
PRV51914,11,0,3.49,9.22,No,0.0
PRV52390,36,0,3.49,15.27,No,0.0
PRV53032,23,0,3.49,9.58,No,0.0
PRV53409,34,0,3.49,13.47,No,0.0
PRV55569,9,0,3.49,11.65,No,0.0
PRV57516,10,0,3.49,8.15,No,0.0
PRV51247,34,0,3.48,9.31,No,0.0
PRV52181,27,0,3.48,15.46,Yes,0.0
PRV52227,7,0,3.48,9.53,No,0.0
PRV53040,14,0,3.48,7.63,No,0.0
PRV53042,39,0,3.48,14.82,No,0.0
PRV55918,10,0,3.48,10.23,No,0.0
PRV57030,57,0,3.48,12.64,Yes,0.0
PRV51467,25,0,3.47,12.11,No,0.0
PRV53151,25,0,3.47,14.99,No,0.0
PRV56086,16,0,3.47,10.07,No,0.0
PRV57399,1,0,3.47,3.47,No,0.0
PRV57553,21,0,3.47,10.33,No,0.0
PRV51745,13,0,3.46,9.75,No,0.0
PRV52764,3,0,3.46,9.43,No,0.0
PRV56147,8,0,3.46,10.98,No,0.0
PRV51237,1,0,3.45,3.45,No,0.0
PRV53622,6,0,3.45,7.57,No,0.0
PRV54824,10,0,3.45,5.71,No,0.0
PRV55828,24,0,3.45,11.19,No,0.0
PRV51302,43,0,3.44,9.19,No,0.0
PRV54089,41,0,3.44,12.9,No,0.0
PRV54999,10,0,3.44,10.22,No,0.0
PRV55157,3,0,3.44,3.98,No,0.0
PRV55895,1,0,3.44,3.44,Yes,0.0
PRV56003,12,0,3.44,5.73,No,0.0
PRV52792,5,0,3.43,9.19,No,0.0
PRV54038,19,0,3.43,10.22,No,0.0
PRV54101,29,0,3.43,11.46,No,0.0
PRV54541,7,0,3.43,10.33,No,0.0
PRV56950,3,0,3.43,5.58,No,0.0
PRV57074,7,0,3.43,6.96,No,0.0
PRV53423,53,0,3.42,11.89,No,0.0
PRV54148,1,0,3.42,3.42,No,0.0
PRV56579,39,0,3.42,12.66,No,0.0
PRV56909,7,0,3.42,5.47,No,0.0
PRV57706,5,0,3.42,8.13,No,0.0
PRV51563,19,0,3.41,11.47,No,0.0
PRV53029,16,0,3.41,10.72,No,0.0
PRV54701,6,0,3.41,9.03,No,0.0
PRV55631,2,0,3.41,3.97,No,0.0
PRV56164,27,0,3.41,9.45,No,0.0
PRV56455,13,0,3.41,10.48,No,0.0
PRV56855,4,0,3.41,8.27,No,0.0
PRV57417,9,0,3.41,12.77,No,0.0
PRV52460,13,0,3.4,7.98,No,0.0
PRV52942,43,0,3.4,14.14,No,0.0
PRV52999,56,0,3.4,15.39,No,0.0
PRV53050,8,0,3.4,7.66,No,0.0
PRV53474,6,0,3.4,6.57,No,0.0
PRV54728,11,0,3.4,15.39,No,0.0
PRV52541,5,0,3.39,4.72,No,0.0
PRV53843,14,0,3.39,14.67,No,0.0
PRV51316,3,0,3.38,5.35,No,0.0
PRV52480,30,0,3.38,13.15,No,0.0
PRV52828,44,0,3.38,13.09,Yes,0.0
PRV53187,4,0,3.38,9.7,No,0.0
PRV54530,13,0,3.38,11.25,No,0.0
PRV55254,15,0,3.38,12.89,No,0.0
PRV56851,20,0,3.38,10.64,No,0.0
PRV57372,32,0,3.38,14.94,No,0.0
PRV51178,65,0,3.37,13.32,Yes,0.0
PRV51920,18,0,3.37,11.98,Yes,0.0
PRV53520,4,0,3.37,10.28,No,0.0
PRV54028,6,0,3.37,7.26,No,0.0
PRV54845,41,0,3.37,13.86,Yes,0.0
PRV56165,19,0,3.37,13.69,No,0.0
PRV56388,7,0,3.37,6.83,No,0.0
PRV56749,28,0,3.37,10.69,No,0.0
PRV54831,17,0,3.36,11.41,No,0.0
PRV56596,18,0,3.36,13.58,No,0.0
PRV57453,17,0,3.36,15.17,No,0.0
PRV57626,6,0,3.36,9.5,No,0.0
PRV52293,7,0,3.35,6.6,No,0.0
PRV52890,22,0,3.35,9.95,No,0.0
PRV55766,6,0,3.35,7.7,No,0.0
PRV56521,32,0,3.35,10.2,No,0.0
PRV56673,4,0,3.35,4.44,No,0.0
PRV51110,5,0,3.34,6.93,No,0.0
PRV51664,10,0,3.34,7.38,No,0.0
PRV53669,13,0,3.34,10.17,No,0.0
PRV53745,23,0,3.34,10.58,No,0.0
PRV54691,67,0,3.34,12.53,No,0.0
PRV54937,36,0,3.34,11.79,No,0.0
PRV55092,8,0,3.34,8.97,No,0.0
PRV56905,15,0,3.34,15.15,No,0.0
PRV57484,9,0,3.34,11.67,No,0.0
PRV52112,85,0,3.33,12.55,No,0.0
PRV52506,13,0,3.33,9.52,No,0.0
PRV53519,9,0,3.33,5.23,No,0.0
PRV54521,64,0,3.33,14.47,No,0.0
PRV54753,16,0,3.33,14.85,No,0.0
PRV55255,12,0,3.33,8.09,No,0.0
PRV57110,19,0,3.33,13.83,No,0.0
PRV57227,52,0,3.33,10.18,No,0.0
PRV51041,34,0,3.32,10.41,No,0.0
PRV51046,38,0,3.32,11.43,No,0.0
PRV51239,1,0,3.32,3.32,No,0.0
PRV51305,49,0,3.32,13.13,No,0.0
PRV52739,53,0,3.32,13.17,No,0.0
PRV53561,9,0,3.32,7.36,No,0.0
PRV54424,2,0,3.32,3.34,No,0.0
PRV55575,6,0,3.32,6.78,No,0.0
PRV56124,6,0,3.32,4.2,No,0.0
PRV56688,37,0,3.32,11.23,No,0.0
PRV52858,80,0,3.31,14.87,No,0.0
PRV54523,1,0,3.31,3.31,No,0.0
PRV55791,10,0,3.31,6.32,No,0.0
PRV52350,40,0,3.3,11.29,No,0.0
PRV55387,6,0,3.3,7.77,No,0.0
PRV55814,4,0,3.3,4.56,No,0.0
PRV56281,54,0,3.3,12.62,No,0.0
PRV51712,3,0,3.29,5.0,No,0.0
PRV51972,35,0,3.29,14.02,No,0.0
PRV52261,1,0,3.29,3.29,No,0.0
PRV52317,25,0,3.29,11.17,No,0.0
PRV53441,38,0,3.29,13.78,No,0.0
PRV54072,30,0,3.29,9.89,No,0.0
PRV54898,9,0,3.29,9.31,No,0.0
PRV55076,5,0,3.29,8.32,No,0.0
PRV55300,32,0,3.29,15.19,No,0.0
PRV55618,13,0,3.29,11.63,No,0.0
PRV55777,17,0,3.29,9.47,No,0.0
PRV55970,40,0,3.29,12.05,No,0.0
PRV53065,38,0,3.28,14.1,No,0.0
PRV53937,38,0,3.28,13.14,Yes,0.0
PRV54068,7,0,3.28,7.98,No,0.0
PRV55068,6,0,3.28,7.35,No,0.0
PRV55494,6,0,3.28,8.87,No,0.0
PRV56274,8,0,3.28,7.36,No,0.0
PRV56643,24,0,3.28,8.53,No,0.0
PRV56810,14,0,3.28,10.21,No,0.0
PRV52463,1,0,3.27,3.27,No,0.0
PRV53153,24,0,3.27,10.19,No,0.0
PRV54500,2,0,3.27,3.63,No,0.0
PRV55375,14,0,3.27,9.11,Yes,0.0
PRV55600,4,0,3.27,4.99,No,0.0
PRV56681,5,0,3.27,5.65,No,0.0
PRV56816,15,0,3.27,9.7,No,0.0
PRV56932,9,0,3.27,8.76,No,0.0
PRV53996,5,0,3.26,11.3,No,0.0
PRV55477,46,0,3.26,13.34,No,0.0
PRV55879,2,0,3.26,6.35,No,0.0
PRV51115,7,0,3.25,12.37,No,0.0
PRV51371,46,0,3.25,11.69,No,0.0
PRV51803,5,0,3.25,7.82,No,0.0
PRV53980,22,0,3.25,12.51,No,0.0
PRV54401,22,0,3.25,8.66,No,0.0
PRV54674,3,0,3.25,5.71,No,0.0
PRV55700,30,0,3.25,11.37,No,0.0
PRV55801,2,0,3.25,4.17,No,0.0
PRV56624,22,0,3.25,11.47,Yes,0.0
PRV51152,83,0,3.24,11.33,No,0.0
PRV51389,79,0,3.24,14.33,No,0.0
PRV51607,15,0,3.24,12.05,No,0.0
PRV52570,24,0,3.24,9.97,No,0.0
PRV54040,2,0,3.24,4.87,No,0.0
PRV55118,5,0,3.24,6.34,No,0.0
PRV56393,10,0,3.24,7.3,No,0.0
PRV57447,9,0,3.24,6.24,No,0.0
PRV51470,27,0,3.23,12.14,No,0.0
PRV52512,31,0,3.23,9.01,No,0.0
PRV52855,22,0,3.23,8.58,No,0.0
PRV53037,9,0,3.23,7.82,No,0.0
PRV53371,43,0,3.23,13.41,No,0.0
PRV53390,15,0,3.23,10.38,No,0.0
PRV53465,23,0,3.23,12.97,No,0.0
PRV56137,48,0,3.23,12.29,No,0.0
PRV56238,31,0,3.23,11.33,No,0.0
PRV56471,43,0,3.23,15.24,No,0.0
PRV51263,44,0,3.22,11.84,Yes,0.0
PRV51406,29,0,3.22,12.51,No,0.0
PRV52084,34,0,3.22,9.44,No,0.0
PRV53701,6,0,3.22,15.36,No,0.0
PRV53986,45,0,3.22,13.14,No,0.0
PRV54759,44,0,3.22,14.26,No,0.0
PRV55804,9,0,3.22,9.94,No,0.0
PRV57262,24,0,3.22,15.44,No,0.0
PRV52003,154,0,3.21,14.96,No,0.0
PRV53479,5,0,3.21,9.62,No,0.0
PRV53551,29,0,3.21,11.43,No,0.0
PRV54652,38,0,3.21,12.19,No,0.0
PRV55908,55,0,3.21,11.66,No,0.0
PRV55981,54,0,3.21,13.35,No,0.0
PRV56762,39,0,3.21,14.73,No,0.0
PRV57514,51,0,3.21,10.73,No,0.0
PRV51380,8,0,3.2,7.3,No,0.0
PRV52667,3,0,3.2,4.9,No,0.0
PRV53370,9,0,3.2,6.93,No,0.0
PRV53919,24,0,3.2,7.77,Yes,0.0
PRV54355,16,0,3.2,7.7,No,0.0
PRV54601,11,0,3.2,12.69,No,0.0
PRV54614,15,0,3.2,9.01,No,0.0
PRV54622,10,0,3.2,5.8,No,0.0
PRV54768,32,0,3.2,12.66,No,0.0
PRV55574,15,0,3.2,7.7,No,0.0
PRV55711,5,0,3.2,9.02,No,0.0
PRV55795,10,0,3.2,7.92,No,0.0
PRV56217,45,0,3.2,10.33,No,0.0
PRV57115,12,0,3.2,5.53,No,0.0
PRV57590,76,0,3.2,15.22,No,0.0
PRV51267,14,0,3.19,9.42,No,0.0
PRV51747,4,0,3.19,8.38,No,0.0
PRV52564,21,0,3.19,11.69,No,0.0
PRV53189,28,0,3.19,12.54,No,0.0
PRV53522,26,0,3.19,15.22,No,0.0
PRV53832,12,0,3.19,7.16,No,0.0
PRV56407,40,0,3.19,9.62,No,0.0
PRV56741,25,0,3.19,13.17,No,0.0
PRV57389,6,0,3.19,7.22,No,0.0
PRV51711,1,0,3.18,3.18,No,0.0
PRV51753,4,0,3.18,5.21,No,0.0
PRV51909,16,0,3.18,11.25,No,0.0
PRV52952,1,0,3.18,3.18,No,0.0
PRV53393,5,0,3.18,6.21,No,0.0
PRV53619,2,0,3.18,6.19,No,0.0
PRV54603,57,0,3.18,13.08,No,0.0
PRV56354,11,0,3.18,8.61,No,0.0
PRV57116,7,0,3.18,10.44,No,0.0
PRV57391,19,0,3.18,10.97,No,0.0
PRV51715,12,0,3.17,9.72,No,0.0
PRV52212,64,0,3.17,12.23,No,0.0
PRV52398,48,0,3.17,9.47,No,0.0
PRV55023,64,0,3.17,8.55,No,0.0
PRV56390,5,0,3.17,4.88,No,0.0
PRV56563,30,0,3.17,9.62,No,0.0
PRV56902,1,0,3.17,3.17,No,0.0
PRV57075,2,0,3.17,3.74,No,0.0
PRV57617,3,0,3.17,5.3,No,0.0
PRV53379,11,0,3.16,9.15,Yes,0.0
PRV54538,48,0,3.16,13.29,No,0.0
PRV54699,4,0,3.16,7.85,No,0.0
PRV56285,13,0,3.16,8.05,No,0.0
PRV56548,8,0,3.16,6.84,No,0.0
PRV57340,41,0,3.16,13.32,No,0.0
PRV51653,24,0,3.15,10.81,No,0.0
PRV52544,6,0,3.15,4.5,No,0.0
PRV53906,4,0,3.15,8.86,No,0.0
PRV54239,62,0,3.15,14.0,No,0.0
PRV55044,9,0,3.15,7.92,No,0.0
PRV51299,37,0,3.14,14.5,No,0.0
PRV51941,27,0,3.14,12.7,No,0.0
PRV52993,10,0,3.14,8.49,No,0.0
PRV53437,9,0,3.14,13.74,No,0.0
PRV53727,20,0,3.14,13.69,No,0.0
PRV54430,64,0,3.14,13.73,No,0.0
PRV56002,32,0,3.14,11.82,No,0.0
PRV56031,19,0,3.14,7.71,No,0.0
PRV56880,2,0,3.14,4.59,No,0.0
PRV56949,104,0,3.14,15.45,No,0.0
PRV51077,33,0,3.13,8.38,Yes,0.0
PRV51427,58,0,3.13,13.72,No,0.0
PRV51462,30,0,3.13,12.62,No,0.0
PRV51845,45,0,3.13,12.87,No,0.0
PRV54207,41,0,3.13,12.82,No,0.0
PRV54313,16,0,3.13,11.59,No,0.0
PRV54319,1,0,3.13,3.13,No,0.0
PRV55741,6,0,3.13,10.02,No,0.0
PRV56183,23,0,3.13,8.11,No,0.0
PRV56682,19,0,3.13,14.15,No,0.0
PRV56747,16,0,3.13,10.12,No,0.0
PRV57355,34,0,3.13,12.46,No,0.0
PRV57729,23,0,3.13,6.81,No,0.0
PRV51101,3,0,3.12,3.74,No,0.0
PRV51640,7,0,3.12,5.72,No,0.0
PRV52128,113,0,3.12,15.45,No,0.0
PRV53111,33,0,3.12,8.89,No,0.0
